fecha_ID;fecha;mes;nombre_Mes;anio;trimestre;dia_Semana;nombre_Dia
20230801;2023-08-01;8;Agosto;2023;3;2;Martes
20230802;2023-08-02;8;Agosto;2023;3;3;Miércoles
20230803;2023-08-03;8;Agosto;2023;3;4;Jueves
20230804;2023-08-04;8;Agosto;2023;3;5;Viernes
20230805;2023-08-05;8;Agosto;2023;3;6;Sábado
20230806;2023-08-06;8;Agosto;2023;3;7;Domingo
20230807;2023-08-07;8;Agosto;2023;3;1;Lunes
20230808;2023-08-08;8;Agosto;2023;3;2;Martes
20230809;2023-08-09;8;Agosto;2023;3;3;Miércoles
20230810;2023-08-10;8;Agosto;2023;3;4;Jueves
20230811;2023-08-11;8;Agosto;2023;3;5;Viernes
20230812;2023-08-12;8;Agosto;2023;3;6;Sábado
20230813;2023-08-13;8;Agosto;2023;3;7;Domingo
20230814;2023-08-14;8;Agosto;2023;3;1;Lunes
20230815;2023-08-15;8;Agosto;2023;3;2;Martes
20230816;2023-08-16;8;Agosto;2023;3;3;Miércoles
20230817;2023-08-17;8;Agosto;2023;3;4;Jueves
20230818;2023-08-18;8;Agosto;2023;3;5;Viernes
20230819;2023-08-19;8;Agosto;2023;3;6;Sábado
20230820;2023-08-20;8;Agosto;2023;3;7;Domingo
20230821;2023-08-21;8;Agosto;2023;3;1;Lunes
20230822;2023-08-22;8;Agosto;2023;3;2;Martes
20230823;2023-08-23;8;Agosto;2023;3;3;Miércoles
20230824;2023-08-24;8;Agosto;2023;3;4;Jueves
20230825;2023-08-25;8;Agosto;2023;3;5;Viernes
20230826;2023-08-26;8;Agosto;2023;3;6;Sábado
20230827;2023-08-27;8;Agosto;2023;3;7;Domingo
20230828;2023-08-28;8;Agosto;2023;3;1;Lunes
20230829;2023-08-29;8;Agosto;2023;3;2;Martes
20230830;2023-08-30;8;Agosto;2023;3;3;Miércoles
20230831;2023-08-31;8;Agosto;2023;3;4;Jueves
20230901;2023-09-01;9;Septiembre;2023;3;5;Viernes
20230902;2023-09-02;9;Septiembre;2023;3;6;Sábado
20230903;2023-09-03;9;Septiembre;2023;3;7;Domingo
20230904;2023-09-04;9;Septiembre;2023;3;1;Lunes
20230905;2023-09-05;9;Septiembre;2023;3;2;Martes
20230906;2023-09-06;9;Septiembre;2023;3;3;Miércoles
20230907;2023-09-07;9;Septiembre;2023;3;4;Jueves
20230908;2023-09-08;9;Septiembre;2023;3;5;Viernes
20230909;2023-09-09;9;Septiembre;2023;3;6;Sábado
20230910;2023-09-10;9;Septiembre;2023;3;7;Domingo
20230911;2023-09-11;9;Septiembre;2023;3;1;Lunes
20230912;2023-09-12;9;Septiembre;2023;3;2;Martes
20230913;2023-09-13;9;Septiembre;2023;3;3;Miércoles
20230914;2023-09-14;9;Septiembre;2023;3;4;Jueves
20230915;2023-09-15;9;Septiembre;2023;3;5;Viernes
20230916;2023-09-16;9;Septiembre;2023;3;6;Sábado
20230917;2023-09-17;9;Septiembre;2023;3;7;Domingo
20230918;2023-09-18;9;Septiembre;2023;3;1;Lunes
20230919;2023-09-19;9;Septiembre;2023;3;2;Martes
20230920;2023-09-20;9;Septiembre;2023;3;3;Miércoles
20230921;2023-09-21;9;Septiembre;2023;3;4;Jueves
20230922;2023-09-22;9;Septiembre;2023;3;5;Viernes
20230923;2023-09-23;9;Septiembre;2023;3;6;Sábado
20230924;2023-09-24;9;Septiembre;2023;3;7;Domingo
20230925;2023-09-25;9;Septiembre;2023;3;1;Lunes
20230926;2023-09-26;9;Septiembre;2023;3;2;Martes
20230927;2023-09-27;9;Septiembre;2023;3;3;Miércoles
20230928;2023-09-28;9;Septiembre;2023;3;4;Jueves
20230929;2023-09-29;9;Septiembre;2023;3;5;Viernes
20230930;2023-09-30;9;Septiembre;2023;3;6;Sábado
20231001;2023-10-01;10;Octubre;2023;4;7;Domingo
20231002;2023-10-02;10;Octubre;2023;4;1;Lunes
20231003;2023-10-03;10;Octubre;2023;4;2;Martes
20231004;2023-10-04;10;Octubre;2023;4;3;Miércoles
20231005;2023-10-05;10;Octubre;2023;4;4;Jueves
20231006;2023-10-06;10;Octubre;2023;4;5;Viernes
20231007;2023-10-07;10;Octubre;2023;4;6;Sábado
20231008;2023-10-08;10;Octubre;2023;4;7;Domingo
20231009;2023-10-09;10;Octubre;2023;4;1;Lunes
20231010;2023-10-10;10;Octubre;2023;4;2;Martes
20231011;2023-10-11;10;Octubre;2023;4;3;Miércoles
20231012;2023-10-12;10;Octubre;2023;4;4;Jueves
20231013;2023-10-13;10;Octubre;2023;4;5;Viernes
20231014;2023-10-14;10;Octubre;2023;4;6;Sábado
20231015;2023-10-15;10;Octubre;2023;4;7;Domingo
20231016;2023-10-16;10;Octubre;2023;4;1;Lunes
20231017;2023-10-17;10;Octubre;2023;4;2;Martes
20231018;2023-10-18;10;Octubre;2023;4;3;Miércoles
20231019;2023-10-19;10;Octubre;2023;4;4;Jueves
20231020;2023-10-20;10;Octubre;2023;4;5;Viernes
20231021;2023-10-21;10;Octubre;2023;4;6;Sábado
20231022;2023-10-22;10;Octubre;2023;4;7;Domingo
20231023;2023-10-23;10;Octubre;2023;4;1;Lunes
20231024;2023-10-24;10;Octubre;2023;4;2;Martes
20231025;2023-10-25;10;Octubre;2023;4;3;Miércoles
20231026;2023-10-26;10;Octubre;2023;4;4;Jueves
20231027;2023-10-27;10;Octubre;2023;4;5;Viernes
20231028;2023-10-28;10;Octubre;2023;4;6;Sábado
20231029;2023-10-29;10;Octubre;2023;4;7;Domingo
20231030;2023-10-30;10;Octubre;2023;4;1;Lunes
20231031;2023-10-31;10;Octubre;2023;4;2;Martes
20231101;2023-11-01;11;Noviembre;2023;4;3;Miércoles
20231102;2023-11-02;11;Noviembre;2023;4;4;Jueves
20231103;2023-11-03;11;Noviembre;2023;4;5;Viernes
20231104;2023-11-04;11;Noviembre;2023;4;6;Sábado
20231105;2023-11-05;11;Noviembre;2023;4;7;Domingo
20231106;2023-11-06;11;Noviembre;2023;4;1;Lunes
20231107;2023-11-07;11;Noviembre;2023;4;2;Martes
20231108;2023-11-08;11;Noviembre;2023;4;3;Miércoles
20231109;2023-11-09;11;Noviembre;2023;4;4;Jueves
20231110;2023-11-10;11;Noviembre;2023;4;5;Viernes
20231111;2023-11-11;11;Noviembre;2023;4;6;Sábado
20231112;2023-11-12;11;Noviembre;2023;4;7;Domingo
20231113;2023-11-13;11;Noviembre;2023;4;1;Lunes
20231114;2023-11-14;11;Noviembre;2023;4;2;Martes
20231115;2023-11-15;11;Noviembre;2023;4;3;Miércoles
20231116;2023-11-16;11;Noviembre;2023;4;4;Jueves
20231117;2023-11-17;11;Noviembre;2023;4;5;Viernes
20231118;2023-11-18;11;Noviembre;2023;4;6;Sábado
20231119;2023-11-19;11;Noviembre;2023;4;7;Domingo
20231120;2023-11-20;11;Noviembre;2023;4;1;Lunes
20231121;2023-11-21;11;Noviembre;2023;4;2;Martes
20231122;2023-11-22;11;Noviembre;2023;4;3;Miércoles
20231123;2023-11-23;11;Noviembre;2023;4;4;Jueves
20231124;2023-11-24;11;Noviembre;2023;4;5;Viernes
20231125;2023-11-25;11;Noviembre;2023;4;6;Sábado
20231126;2023-11-26;11;Noviembre;2023;4;7;Domingo
20231127;2023-11-27;11;Noviembre;2023;4;1;Lunes
20231128;2023-11-28;11;Noviembre;2023;4;2;Martes
20231129;2023-11-29;11;Noviembre;2023;4;3;Miércoles
20231130;2023-11-30;11;Noviembre;2023;4;4;Jueves
20231201;2023-12-01;12;Diciembre;2023;4;5;Viernes
20231202;2023-12-02;12;Diciembre;2023;4;6;Sábado
20231203;2023-12-03;12;Diciembre;2023;4;7;Domingo
20231204;2023-12-04;12;Diciembre;2023;4;1;Lunes
20231205;2023-12-05;12;Diciembre;2023;4;2;Martes
20231206;2023-12-06;12;Diciembre;2023;4;3;Miércoles
20231207;2023-12-07;12;Diciembre;2023;4;4;Jueves
20231208;2023-12-08;12;Diciembre;2023;4;5;Viernes
20231209;2023-12-09;12;Diciembre;2023;4;6;Sábado
20231210;2023-12-10;12;Diciembre;2023;4;7;Domingo
20231211;2023-12-11;12;Diciembre;2023;4;1;Lunes
20231212;2023-12-12;12;Diciembre;2023;4;2;Martes
20231213;2023-12-13;12;Diciembre;2023;4;3;Miércoles
20231214;2023-12-14;12;Diciembre;2023;4;4;Jueves
20231215;2023-12-15;12;Diciembre;2023;4;5;Viernes
20231216;2023-12-16;12;Diciembre;2023;4;6;Sábado
20231217;2023-12-17;12;Diciembre;2023;4;7;Domingo
20231218;2023-12-18;12;Diciembre;2023;4;1;Lunes
20231219;2023-12-19;12;Diciembre;2023;4;2;Martes
20231220;2023-12-20;12;Diciembre;2023;4;3;Miércoles
20231221;2023-12-21;12;Diciembre;2023;4;4;Jueves
20231222;2023-12-22;12;Diciembre;2023;4;5;Viernes
20231223;2023-12-23;12;Diciembre;2023;4;6;Sábado
20231224;2023-12-24;12;Diciembre;2023;4;7;Domingo
20231225;2023-12-25;12;Diciembre;2023;4;1;Lunes
20231226;2023-12-26;12;Diciembre;2023;4;2;Martes
20231227;2023-12-27;12;Diciembre;2023;4;3;Miércoles
20231228;2023-12-28;12;Diciembre;2023;4;4;Jueves
20231229;2023-12-29;12;Diciembre;2023;4;5;Viernes
20231230;2023-12-30;12;Diciembre;2023;4;6;Sábado
20231231;2023-12-31;12;Diciembre;2023;4;7;Domingo
20240101;2024-01-01;1;Enero;2024;1;1;Lunes
20240102;2024-01-02;1;Enero;2024;1;2;Martes
20240103;2024-01-03;1;Enero;2024;1;3;Miércoles
20240104;2024-01-04;1;Enero;2024;1;4;Jueves
20240105;2024-01-05;1;Enero;2024;1;5;Viernes
20240106;2024-01-06;1;Enero;2024;1;6;Sábado
20240107;2024-01-07;1;Enero;2024;1;7;Domingo
20240108;2024-01-08;1;Enero;2024;1;1;Lunes
20240109;2024-01-09;1;Enero;2024;1;2;Martes
20240110;2024-01-10;1;Enero;2024;1;3;Miércoles
20240111;2024-01-11;1;Enero;2024;1;4;Jueves
20240112;2024-01-12;1;Enero;2024;1;5;Viernes
20240113;2024-01-13;1;Enero;2024;1;6;Sábado
20240114;2024-01-14;1;Enero;2024;1;7;Domingo
20240115;2024-01-15;1;Enero;2024;1;1;Lunes
20240116;2024-01-16;1;Enero;2024;1;2;Martes
20240117;2024-01-17;1;Enero;2024;1;3;Miércoles
20240118;2024-01-18;1;Enero;2024;1;4;Jueves
20240119;2024-01-19;1;Enero;2024;1;5;Viernes
20240120;2024-01-20;1;Enero;2024;1;6;Sábado
20240121;2024-01-21;1;Enero;2024;1;7;Domingo
20240122;2024-01-22;1;Enero;2024;1;1;Lunes
20240123;2024-01-23;1;Enero;2024;1;2;Martes
20240124;2024-01-24;1;Enero;2024;1;3;Miércoles
20240125;2024-01-25;1;Enero;2024;1;4;Jueves
20240126;2024-01-26;1;Enero;2024;1;5;Viernes
20240127;2024-01-27;1;Enero;2024;1;6;Sábado
20240128;2024-01-28;1;Enero;2024;1;7;Domingo
20240129;2024-01-29;1;Enero;2024;1;1;Lunes
20240130;2024-01-30;1;Enero;2024;1;2;Martes
20240131;2024-01-31;1;Enero;2024;1;3;Miércoles
20240201;2024-02-01;2;Febrero;2024;1;4;Jueves
20240202;2024-02-02;2;Febrero;2024;1;5;Viernes
20240203;2024-02-03;2;Febrero;2024;1;6;Sábado
20240204;2024-02-04;2;Febrero;2024;1;7;Domingo
20240205;2024-02-05;2;Febrero;2024;1;1;Lunes
20240206;2024-02-06;2;Febrero;2024;1;2;Martes
20240207;2024-02-07;2;Febrero;2024;1;3;Miércoles
20240208;2024-02-08;2;Febrero;2024;1;4;Jueves
20240209;2024-02-09;2;Febrero;2024;1;5;Viernes
20240210;2024-02-10;2;Febrero;2024;1;6;Sábado
20240211;2024-02-11;2;Febrero;2024;1;7;Domingo
20240212;2024-02-12;2;Febrero;2024;1;1;Lunes
20240213;2024-02-13;2;Febrero;2024;1;2;Martes
20240214;2024-02-14;2;Febrero;2024;1;3;Miércoles
20240215;2024-02-15;2;Febrero;2024;1;4;Jueves
20240216;2024-02-16;2;Febrero;2024;1;5;Viernes
20240217;2024-02-17;2;Febrero;2024;1;6;Sábado
20240218;2024-02-18;2;Febrero;2024;1;7;Domingo
20240219;2024-02-19;2;Febrero;2024;1;1;Lunes
20240220;2024-02-20;2;Febrero;2024;1;2;Martes
20240221;2024-02-21;2;Febrero;2024;1;3;Miércoles
20240222;2024-02-22;2;Febrero;2024;1;4;Jueves
20240223;2024-02-23;2;Febrero;2024;1;5;Viernes
20240224;2024-02-24;2;Febrero;2024;1;6;Sábado
20240225;2024-02-25;2;Febrero;2024;1;7;Domingo
20240226;2024-02-26;2;Febrero;2024;1;1;Lunes
20240227;2024-02-27;2;Febrero;2024;1;2;Martes
20240228;2024-02-28;2;Febrero;2024;1;3;Miércoles
20240229;2024-02-29;2;Febrero;2024;1;4;Jueves
20240301;2024-03-01;3;Marzo;2024;1;5;Viernes
20240302;2024-03-02;3;Marzo;2024;1;6;Sábado
20240303;2024-03-03;3;Marzo;2024;1;7;Domingo
20240304;2024-03-04;3;Marzo;2024;1;1;Lunes
20240305;2024-03-05;3;Marzo;2024;1;2;Martes
20240306;2024-03-06;3;Marzo;2024;1;3;Miércoles
20240307;2024-03-07;3;Marzo;2024;1;4;Jueves
20240308;2024-03-08;3;Marzo;2024;1;5;Viernes
20240309;2024-03-09;3;Marzo;2024;1;6;Sábado
20240310;2024-03-10;3;Marzo;2024;1;7;Domingo
20240311;2024-03-11;3;Marzo;2024;1;1;Lunes
20240312;2024-03-12;3;Marzo;2024;1;2;Martes
20240313;2024-03-13;3;Marzo;2024;1;3;Miércoles
20240314;2024-03-14;3;Marzo;2024;1;4;Jueves
20240315;2024-03-15;3;Marzo;2024;1;5;Viernes
20240316;2024-03-16;3;Marzo;2024;1;6;Sábado
20240317;2024-03-17;3;Marzo;2024;1;7;Domingo
20240318;2024-03-18;3;Marzo;2024;1;1;Lunes
20240319;2024-03-19;3;Marzo;2024;1;2;Martes
20240320;2024-03-20;3;Marzo;2024;1;3;Miércoles
20240321;2024-03-21;3;Marzo;2024;1;4;Jueves
20240322;2024-03-22;3;Marzo;2024;1;5;Viernes
20240323;2024-03-23;3;Marzo;2024;1;6;Sábado
20240324;2024-03-24;3;Marzo;2024;1;7;Domingo
20240325;2024-03-25;3;Marzo;2024;1;1;Lunes
20240326;2024-03-26;3;Marzo;2024;1;2;Martes
20240327;2024-03-27;3;Marzo;2024;1;3;Miércoles
20240328;2024-03-28;3;Marzo;2024;1;4;Jueves
20240329;2024-03-29;3;Marzo;2024;1;5;Viernes
20240330;2024-03-30;3;Marzo;2024;1;6;Sábado
20240331;2024-03-31;3;Marzo;2024;1;7;Domingo
